name,price,status,shipping,free_returns,items_sold
2021-22 PANINI PRIZM Basketball - Vets Base Cards #1-165 *You Pick*,139,Pre-Owned,0,False,
"FUNKO GOLD 5 NBA: Lakers - LeBron James (City Uniform) [New Toy] Vinyl Figure,",639,Brand New,0,True,145
1971-72 Topps Basketball - High Grades - NM-MT - NM-7 - EX-MT - EX-5 - You Pick,300,Pre-Owned,0,False,
New Balance 327 SCARLET RED WHITE MENS DS 8-13,10000,Brand New,0,False,
2019 FIRST GOLD LIGHTNING H.S. VICTOR WEMBANYAMA ROOKIE CARD RC 2023 NBA#1 PICK?,1599,,0,False,
Nike Dunk Low Retro White Black Panda DD1391-100,14999,Brand New,1495,False,72
Nintendo 64 N64 Original Video Game Cartridges *Authentic/Cleaned/Tested*,695,Pre-Owned,0,False,30
Converse Men's Chuck Taylor All Star Classic High Top Sneaker Shoes,6999,Brand New,0,True,
Reebok Men's Training Essentials Woven Unlined Pants,2374,Brand New,0,True,
"Nike Air Max 90 Shoes ""Black Bordeaux"" Anthracite Red DQ4071-001 Men's Sizes NEW",12400,Brand New,1495,False,
Reebok Men's Royal BB4500 H2 XE Shoes,4497,Brand New,0,True,67
Shaedon Sharpe Rookie Card / Portland Trailblazers / RC / Generation Next,599,,60,False,50
KOBE Bryant Gold & Michael JORDAN Decade Fleer Rookie Cards Set - Graded Gem 10,3800,,0,True,
Funko Pop Basketball: Bulls - Michael Jordan Vinyl Figure Item #36890,1298,Brand New,0,True,
Nike Air Jordan 1 Low Aluminum White Ice Blue Womens DC0774-141 NEW,14499,Brand New,1495,False,
Nike Dunk Low Retro Black White Panda DD1391-100 Men's & GS Sizes,10000,Brand New,1495,False,24
3 Pairs Winter Merino Lambs Wool Heavy Duty Thermal Boots Socks For Mens 10-13,1189,Brand New,0,True,
2017-18 PRIZM Basketball Complete Your Set You Pick ROOKIE Card #151-300 2017,125,,0,False,
