name,price,status,shipping,free_returns,items_sold
Pokemon Scarlet - Nintendo Switch,5495,Brand New,0,True,
Pokemon Scarlet/Violet GHOLDENGO (Reg) Lv.100 Modest 6IV w/ Beastball TRADE RARE,1499,Brand New,0,False,28
✨ Shiny Ditto ✨6IV✨Pokemon Scarlet & Violet | Fast Delivery!,264,Brand New,1,False,271
 Video Games For Pokemon DS 2DS 3DS NDSL Diamond / Pearl / Black 2 / White2 2 IN,2539,Brand New,0,False,
It Takes Two - Nintendo Switch BRAND NEW SEALED,3300,Brand New,0,False,676
MW2 Jack Links Code - Double XP+ 1/4 ITEMS SINGLE CODE INSTANT DELIVERY,599,Brand New,0,False,
⭐ANY ITEM  - WITH BABY SHINY POKEMON | FAST DELIVERY⭐ Pokémon Scarlet and Violet,500,Brand New,0,False,122
Pokemon Scarlet/Violet ✨SHINY TINKATON Lv.100 Adamant 6IV w/ Masterball TRADE,1499,Brand New,0,False,31
6IV Shiny Starters Bundle✨VERY FAST DELIVERY✨Pokemon Scarlet & Violet,798,Brand New,0,False,
Pokémon Scarlet & Violet- All 3 Shiny Starters 6IV - Trading Now,600,New (Other),0,False,
CUSTOM POKEMON CREATION w/Custom item -Pokemon Scarlet and Violet,264,Brand New,0,False,171
Pokemon HeartGold SoulSilver US Version Game Card For Nintendo 3DS NDSI NDS,1999,Brand New,0,False,116
Shiny 6IV Adamant Charcadet Malicious Armor Pokémon Scarlet/Violet ***READ ME***,583,Brand New,0,True,120
Mario + Rabbids Sparks of Hope - Nintendo Switch with Screen Cleaning Cloth,4717,Brand New,0,True,
Nintendo Switch Online Family Membership + Expansion Pack - 1 Spot - 12 Months,1369,Brand New,0,True,470
6 IV - SHINY  ⭐JAPANESE DITTO - Item: Destiny Knot⭐ Pokémon Scarlet and Violet,500,Brand New,0,False,
Fire Emblem Nintendo Video Game Boy Advance GBA Console Games 2003,1598,Brand New,0,True,
✨Shiny Iron Thorns 6IV Paradox✨ Pokemon Scarlet & Violet 🚀Fast Pokémon Trade🚀,999,Brand New,0,False,71
Shiny Eternatus CODE Gamestop Event Pokemon Sword + Shield FAST DELIVERY!,250,Brand New,0,False,
Pokemon Violet - Nintendo Switch,5495,Brand New,0,True,
Pokemon Scarlet/Violet ✨SHINY CERULEDGE Lv.1 Adamant 6IV w/ Masterball TRADE,1499,Brand New,0,False,68
BURGER KING COD Modern Warfare 2 Burger Town Operator Skin 1HR 2XP MW2 INSTANT,800,Brand New,0,False,116
GOLDENEYE 007 Video Game Cartridge Console For Nintendo N64 Mario party 1 2 3,2099,New (Other),0,False,70
Shiny 6IV Modest Charcadet Auspicious Armor Pokémon Scarlet/Violet ***READ ME***,583,Brand New,0,True,51
🥇 8 PCS Legendary Bundle 6IV 🥇 Pokémon Scarlet and Violet 🥇 Fast Delivery ⭐,1699,Brand New,0,False,76
Shiny 6IV Armarouge & Ceruledge bundle Pokémon Scarlet/Violet ***READ ME***,884,Brand New,0,True,59
Pokemon Scarlet and Violet 🥇 Paradox Pokemon from Scarlet 6IV 🥇 Fast Delivery,1899,Brand New,0,False,54
Far Cry 6 Standard Edition - PlayStation 5,,Brand New,0,False,
